temperature,humidity,volume(db)
54.177848204629214,0.5108499222413649,63.78887885735216
27.54357586036401,0.45125890241176986,18.032939938912342
50.51171160471836,0.5671915716588757,47.58522231846902
29.21261873016262,0.4880137864641127,32.61958107040302
51.38104788280429,0.40492314562636395,63.337901730715195
39.67107512512704,0.5996933325009939,21.887239093818373
29.542854405876774,0.5067217145545598,35.9964841931682
46.00666418956318,0.45213190914754314,51.283421727669165
58.98117107386663,0.49383056929746394,50.41185957661718
47.305431150259885,0.5455212502318989,57.61282803632634
29.877056202345116,0.41733852882731814,11.120422756470084
56.214491160612916,0.5551154201763842,53.10723542742938
59.100571008484046,0.5525704731654988,49.83644793013438
65.66206582949444,0.24756911240696836,74.94960183977531
53.42233885349144,0.595642714162497,51.91750595401435
53.91860892394221,0.548265264618443,42.99108446852609
58.338373747129104,0.5476162836612863,41.46625377934422
25.364681051026825,0.45608794414101816,33.83714404770467
52.56182105135219,0.5540740246299904,68.66361948419109
52.85909234328968,0.5911171082338675,57.77362505779865
45.80543718370599,0.42585693962500587,68.38653992932308
41.79694954018961,0.4520006612297433,48.26069280008078
46.0794262880447,0.43340617328037767,42.40816566316217
22.042742433344493,0.4290093234349668,26.428525997431482
53.437712930341895,0.4277116385739431,62.614681931465846
44.023190278527466,0.5415862660537881,69.70313070958471
51.70272556402924,0.5801265269256262,55.5072915499256
26.81606981580984,0.5904677053436153,36.00968631119886
34.567786701526146,0.46190566430983493,15.272165305508354
44.7955921068519,0.5109479233689981,52.62777457237488
40.64292915127035,0.40044954984657527,60.76303281879711
42.84635516817127,0.545927083029097,53.26499211607251
51.62679775604457,0.4713600072161847,52.763851976900455
29.605131573701037,0.5325904322286187,29.20107820651173
37.26558289678839,0.42495991475331296,16.212423948579186
51.36033112613859,0.4682756296628835,50.68643939406649
85.40122080978412,0.21332330510559183,112.59107267893116
33.92937243289005,0.5352779525641016,38.70469118928939
33.08803333773314,0.4493729328753661,37.37318972276054
48.82616043391607,0.504286270229957,59.10980559575506
76.53813391826442,0.27702802582687025,76.53435399940963
32.1450823767005,0.5562294277564697,24.04302392936821
38.82861073341393,0.5908788259882016,39.02271768573132
32.15234528067841,0.5719026424679559,19.885711553292005
58.98586790743949,0.44688763858979214,65.5397664731919
46.964382609147904,0.5908115230126136,42.85952366658371
50.11375181833891,0.45235865455067076,47.41230538254873
66.71941646191799,0.2181549951767776,96.57557428554531
44.84865272854863,0.45968035448107164,55.8516009496538
48.13463165100377,0.5765061301025663,52.08206803972827
51.987164432639936,0.5694218828347419,63.27286166363782
27.637792062333993,0.4384879121244683,30.358121262731096
38.047399835145484,0.49402487154032726,15.629608426763527
26.26269232043091,0.4718337143066299,15.3353822717164
53.31049696403224,0.5010951048722894,62.676463528029444
39.83362875886097,0.5193616312590708,15.566911053731296
25.63319280969257,0.415484988992816,13.089541768644672
60.43605600081221,0.252278410285688,72.85069402831844
42.706408084977,0.49786319386425687,47.60596654508235
35.12568339945865,0.4088102037884125,33.209812229122115
36.89829692447739,0.584625678341155,19.87328174526392
47.76624373547439,0.4381130117281009,55.57865876415025
54.00335724606309,0.5279674708099247,40.46197356838972
56.840986924842966,0.40370001475031836,45.13418783639008
29.353730238385523,0.5001092557623336,31.602373852950468
38.37597215193842,0.4735969911320808,37.784780077618485
55.03830820095983,0.5963197357989356,60.23171400699521
55.077945225687394,0.5349892986574096,46.44112957131718
37.63042814805108,0.4866083662709111,11.078916002149562
80.79408039810292,0.32890737518488256,94.41205522785465
45.97710059768763,0.45194731898556834,56.382028108658844
53.01253390232654,0.5678151135065058,47.79466572738907
47.26751246010917,0.4508794772391661,57.706208925457794
68.83656665123156,0.26448983204912807,103.13063437510026
60.8721183910605,0.27095981053858054,78.63916840723842
57.42568377086222,0.5092757198598228,56.50402780267615
57.22370200308829,0.5038648512736152,64.40082876443226
38.72904957869889,0.5353289814054438,13.214351241033118
55.037202824941446,0.470500362629575,51.722955867903906
31.282348007154173,0.4876776567825126,17.453576306234957
29.825707226859958,0.4060740868063974,32.46873653546295
52.89055425525125,0.5331490591451031,43.123668066723354
34.462530946180266,0.42630604066598443,29.333465925948744
25.721729332348662,0.4048851846611361,38.18839884453486
60.424891235166704,0.22301207239336043,71.01203842046529
37.84165327867103,0.4662914518660004,13.000032541193502
42.83327282975512,0.43724270186002223,59.1239591903959
43.478619170914435,0.5798797375758133,60.50352641282517
37.57699000732074,0.5182098880354884,19.55465643239957
30.208635604550825,0.5689378924810764,32.652653661268616
81.38265101716276,0.20643712583228535,106.92611337769173
60.829858424926115,0.24082887515546506,98.27650273254335
30.659845678643652,0.5979129500450776,28.995525374715914
37.938785935675426,0.4926932456244522,15.06849484384678
60.55766384317421,0.3499778993863167,79.26248328736324
57.67766742482606,0.49870339358460486,46.95543792388047
48.74013401378947,0.47004504392533164,59.51639071712674
35.638842639902265,0.5955086383162544,13.850686187215278
56.50907923940103,0.5657194764045936,52.58732833332911
25.03734383514404,0.4513630815002609,11.201653208134193
31.173706691754273,0.5871552607081245,19.12198425247054
60.91498581381228,0.37659617878776686,110.54710987257701
27.286919423585655,0.5295140599355537,33.6309690285069
42.35092659684517,0.42339472884158086,64.96302102414916
48.42926947281499,0.5621432058151923,61.254751430007296
44.88167665132801,0.47193142650699194,63.812747784892096
